,size,acc
181,500000,0.6158536585365854
182,500000,0.6207692307692307
183,500000,0.617169373549884
184,500000,0.603299293008641
185,500000,0.6307460437076111
186,500000,0.6475903614457831
187,500000,0.625
188,500000,0.625193199381762
189,500000,0.6071700991609459
190,500000,0.6190476190476191
191,500000,0.6213292117465224
192,500000,0.620532319391635
193,500000,0.6137048192771084
194,500000,0.6181678214010777
195,500000,0.6109803921568627
196,500000,0.6517450682852808
197,500000,0.6033434650455927
198,500000,0.6187929717341482
199,500000,0.6104605776736924
200,550000,0.5889830508474576
201,550000,0.6191819464033851
202,550000,0.6283185840707964
203,550000,0.6287300485773768
204,550000,0.6235375086028906
205,550000,0.606671299513551
206,550000,0.6368089573128062
207,550000,0.584958217270195
208,550000,0.6143977191732003
209,550000,0.6265734265734266
210,550000,0.596221133659902
211,550000,0.6096866096866097
212,550000,0.620617110799439
213,550000,0.6137787056367432
214,550000,0.6021201413427562
215,550000,0.6106442577030813
216,550000,0.6142167011732229
217,550000,0.6082115518441197
218,550000,0.6234132581100141
219,550000,0.6464507236388698
220,600000,0.6200787401574803
221,600000,0.6059624108878807
222,600000,0.6275510204081632
223,600000,0.5894804361770366
224,600000,0.593648736228127
225,600000,0.61572606214331
226,600000,0.6484575835475579
227,600000,0.6309226932668329
228,600000,0.6502213788741303
229,600000,0.6172125883108542
230,600000,0.6498422712933754
231,600000,0.6484224082421121
232,600000,0.6331849968213604
233,600000,0.6191381495564005
234,600000,0.6209362808842653
235,600000,0.6419910657306956
236,600000,0.6130718954248366
237,600000,0.5881975625400898
238,600000,0.6219195849546044
239,600000,0.6217783505154639
240,650000,0.6338862559241706
241,650000,0.6145710928319624
242,650000,0.6458087367178277
243,650000,0.6221706326175276
244,650000,0.6180105944673338
245,650000,0.6473317865429234
246,650000,0.6435760805210183
247,650000,0.6302921884317233
248,650000,0.6454112038140644
249,650000,0.6241176470588236
250,650000,0.6149358226371062
251,650000,0.6180637544273908
252,650000,0.629673590504451
253,650000,0.6217798594847775
254,650000,0.6172474896633195
255,650000,0.6359976998274871
256,650000,0.6285714285714286
257,650000,0.6285885167464115
258,650000,0.6408408408408408
259,650000,0.6169330965068087
260,700000,0.6380846325167038
261,700000,0.6192609182530795
262,700000,0.6346578366445916
263,700000,0.6273022751895991
264,700000,0.6315496098104794
265,700000,0.6196487376509331
266,700000,0.634850166481687
267,700000,0.6248612652608213
268,700000,0.6526202052944354
269,700000,0.6178861788617886
270,700000,0.6455906821963394
271,700000,0.6417582417582418
272,700000,0.6129032258064516
273,700000,0.6237028945931186
274,700000,0.6194833153928956
275,700000,0.6539092400218699
276,700000,0.6178414096916299
277,700000,0.6401326699834162
278,700000,0.6283135927805978
279,700000,0.6206140350877193
280,800000,0.6261369076112973
281,800000,0.6226235741444867
282,800000,0.641963426371511
283,800000,0.6262387918829636
284,800000,0.6218568665377177
285,800000,0.6425818882466281
286,800000,0.6238442822384428
287,800000,0.6410505836575876
288,800000,0.6262088974854932
289,800000,0.634744947064485
290,800000,0.6331586469747499
291,800000,0.6525301204819277
292,800000,0.6555772994129159
293,800000,0.6433805569125549
294,800000,0.6254212806933076
295,800000,0.6274694261523989
296,800000,0.6389684813753582
297,800000,0.6301832208293153
298,800000,0.6176470588235294
299,800000,0.6188190110417667
300,900000,0.6276326874473462
301,900000,0.6448997012377294
302,900000,0.6428571428571429
303,900000,0.6259607173356105
304,900000,0.6327396098388465
305,900000,0.6297872340425532
306,900000,0.6421821305841925
307,900000,0.6308411214953271
308,900000,0.6301903114186851
309,900000,0.6382799325463744
310,900000,0.6223746249464209
311,900000,0.6476311336717429
312,900000,0.6380420781451267
313,900000,0.6514558887440244
314,900000,0.6416309012875536
315,900000,0.6333619210977701
316,900000,0.6358649789029536
317,900000,0.6258503401360545
318,900000,0.6223746249464209
319,900000,0.6474605206999573
320,1000000,0.6407730200833649
321,1000000,0.6313346228239846
322,1000000,0.6326609775019395
323,1000000,0.6473076923076924
324,1000000,0.6313381624094548
325,1000000,0.6543066821166473
326,1000000,0.62877030162413
327,1000000,0.6432703432317779
328,1000000,0.6422018348623854
329,1000000,0.639742131209708
330,1000000,0.6384527001148985
331,1000000,0.6387046429964884
332,1000000,0.63671875
333,1000000,0.6713848508033665
334,1000000,0.632049786075457
335,1000000,0.6351039260969977
336,1000000,0.6439710916698365
337,1000000,0.6288109756097561
338,1000000,0.6299846625766872
339,1000000,0.6365399534522886
340,1500000,0.6509386098427195
341,1500000,0.65284178187404
342,1500000,0.6454428754813863
343,1500000,0.6646659707724426
344,1500000,0.6651210716125708
345,1500000,0.6654676258992805
346,1500000,0.6414363213639886
347,1500000,0.6516361762432363
348,1500000,0.6504210257718805
349,1500000,0.6640143737166324
350,1500000,0.652653165854909
351,1500000,0.6463819994886219
352,1500000,0.6462882096069869
353,1500000,0.6485377116469985
354,1500000,0.6588785046728972
355,1500000,0.6506639427987743
356,1500000,0.6451116243264049
357,1500000,0.6384254431699687
358,1500000,0.6513644478449375
359,1500000,0.6470588235294118
360,2000000,0.6714774022028105
361,2000000,0.6677612516901681
362,2000000,0.669151376146789
363,2000000,0.6623250388802489
364,2000000,0.6497971798338806
365,2000000,0.6702515844056078
366,2000000,0.6563691838291381
367,2000000,0.6561604584527221
368,2000000,0.6530180699730873
369,2000000,0.6599268245715386
370,2000000,0.652894135567403
371,2000000,0.662453820727202
372,2000000,0.6649951783992285
373,2000000,0.670043968648442
374,2000000,0.6738090682992156
375,2000000,0.6628242074927954
376,2000000,0.6726006191950464
377,2000000,0.6643518518518519
378,2000000,0.6657707813399885
379,2000000,0.6625615763546798
380,3000000,0.672519866700846
381,3000000,0.6752179957032731
382,3000000,0.6648414618617089
383,3000000,0.6768002061058869
384,3000000,0.659710664447574
385,3000000,0.6810907694277302
386,3000000,0.6705180294565769
387,3000000,0.6703381147540983
388,3000000,0.6657249261589829
389,3000000,0.6735290379972042
390,3000000,0.6697919342409453
391,3000000,0.6778189247861065
392,3000000,0.6667514951011579
393,3000000,0.6742453436095055
394,3000000,0.6710916355200413
395,3000000,0.6667515923566879
396,3000000,0.6716683621566633
397,3000000,0.6749679075738125
398,3000000,0.66649570457751
399,3000000,0.666794429538776
400,4000000,0.6750861079219288
401,4000000,0.6797796249758361
402,4000000,0.6863684260944535
403,4000000,0.6791726791726792
404,4000000,0.6763569634923701
405,4000000,0.681431334622824
406,4000000,0.6764677528198206
407,4000000,0.6802577170881815
408,4000000,0.6787768404907976
409,4000000,0.6775498410863913
410,4000000,0.6818576807955972
411,4000000,0.6743938954892301
412,4000000,0.6751439539347409
413,4000000,0.6777660493234814
414,4000000,0.680796096067362
415,4000000,0.6722624216111915
416,4000000,0.680945063388398
417,4000000,0.6859368988072335
418,4000000,0.6838926174496645
419,4000000,0.6654749251135376
420,5000000,0.6843766843766844
421,5000000,0.6846555965559655
422,5000000,0.6823719925971622
423,5000000,0.688389628375779
424,5000000,0.6851937625443878
425,5000000,0.6833676504232441
426,5000000,0.6836609336609336
427,5000000,0.684887459807074
428,5000000,0.6847867697726054
429,5000000,0.6827173746357921
430,5000000,0.6825543019418221
431,5000000,0.6911981388134936
432,5000000,0.6863241956538432
433,5000000,0.6840889846817028
434,5000000,0.6752051537694609
435,5000000,0.6817970924837612
436,5000000,0.6839111384426166
437,5000000,0.6877907420117441
438,5000000,0.6826982651796778
439,5000000,0.683190487221064
440,6000000,0.692002559181062
441,6000000,0.6859530697524912
442,6000000,0.6896507774662248
443,6000000,0.6919969218930357
444,6000000,0.6962658796355704
445,6000000,0.6858056265984654
446,6000000,0.6938604950176792
447,6000000,0.6938461538461539
448,6000000,0.6830639494026705
449,6000000,0.6914274755481685
450,6000000,0.6912687844778391
451,6000000,0.6859775744296945
452,6000000,0.6875358989086732
453,6000000,0.6880563560678834
454,6000000,0.6835136855506047
455,6000000,0.6917795033048836
456,6000000,0.6984239305242843
457,6000000,0.6971076765215161
458,6000000,0.6892090938200448
459,6000000,0.6868953953308397
460,7000000,0.6873722022658193
461,7000000,0.6950680084042906
462,7000000,0.6926797098263354
463,7000000,0.6982011626631568
464,7000000,0.694040174865807
465,7000000,0.6909604832899185
466,7000000,0.6927946276215116
467,7000000,0.6945526359098141
468,7000000,0.6951721865216675
469,7000000,0.6948336252189142
470,7000000,0.6984985648045926
471,7000000,0.6969447191999121
472,7000000,0.6851800783189014
473,7000000,0.6911283282409428
474,7000000,0.6971491228070176
475,7000000,0.6890640502700915
476,7000000,0.694578049846961
477,7000000,0.7006411673667919
478,7000000,0.6930117840504247
479,7000000,0.6959340659340659
480,8000000,0.6912084198329551
481,8000000,0.6919647137788858
482,8000000,0.6990393852065322
483,8000000,0.6946156809863224
484,8000000,0.6981005049290695
485,8000000,0.6936724685065871
486,8000000,0.6956542663265797
487,8000000,0.6926864590876177
488,8000000,0.7010473478449732
489,8000000,0.6929655967710936
490,8000000,0.6982787715153561
491,8000000,0.6930101357812202
492,8000000,0.6940865384615384
493,8000000,0.7001908396946565
494,8000000,0.6904567503962346
495,8000000,0.6922781406069919
496,8000000,0.6989652838216807
497,8000000,0.6996884735202492
498,8000000,0.6932801384349163
499,8000000,0.6935732895879572
500,9000000,0.7010397501176672
501,9000000,0.6954204332253112
502,9000000,0.7003969100763945
503,10000000,0.706960833301303
504,10000000,0.7008813454951315
505,10000000,0.701019122867285
506,10000000,0.7059254404564556
507,10000000,0.7045498398487245
508,10000000,0.7003572663362914
509,10000000,0.7004592289584378
510,10000000,0.7048639416171733
511,10000000,0.702938901778809
512,10000000,0.699118111449147
513,9000000,0.6995341283070479
514,9000000,0.7005772931366261
515,9000000,0.6957973123341608
516,9000000,0.697022841988194
517,9000000,0.6945431200513589
518,9000000,0.6960897189885292
519,9000000,0.6953211872380464
